1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,0
5,0,0,0,0,0
6,0,0,0,0,0
7,0,0,0,0,0
8,0,0,0,0,0
9,0,0,0,0,0
10,0,0,0,0,0
11,0,0,0,0,0
12,0,0,0,0,0
13,0,0,0,0,0
14,0,0,0,0,0
15,0,0,0,0,0
16,0,0,0,0,0
17,0,0,0,0,0
18,0,0,0,0,0
19,0,0,0,0,0
20,0,0,0,0,0
21,0,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
25,0,0,0,0,0
26,0,0,0,0,0
27,0,0,0,0,0
28,0,0,0,0,0
29,0,0,0,0,0
30,0,0,0,0,0
31,0,0,0,0,0
32,0,0,0,0,0
33,0,0,0,0,0
34,0,0,0,0,0
35,0,0,0,0,0
36,0,0,0,0,0.333333
37,0,0,0,0,0
38,0,0,0,0,0
39,0,0,0,0,0
40,0,0,0,0,0
41,0,0,0,0,0
42,0,0,0,0,0
43,0,0,0,0,0
44,0,0,0,0,0
45,0,0,0,0,0
46,0,0,0,0,0
47,0,0,0,0,0
48,0,0,0,0,0
49,0,0,0,0,0
50,0,0,0,0,0
51,0,0,0,0,0
52,0,0,0,0,0
53,0,0,0,0,0
54,0,0,0,0,0
55,0,0,0,0,0
56,0,0,1.33333,0,0
57,0,0,0,0,0
58,0,0,0,0,0
59,0,0,2.66667,0,0
60,0,0,0,0,0
61,0,0,1.33333,0,0
62,0,0,0,0,0
63,0,0,0,0,0
64,0,0,0,0,2.66667
65,0,0,0,0,0
66,0,0,0,0,4
67,0,0,0,0,1.33333
68,0,0,1.33333,0,0
69,0,0,0,0,1.33333
70,0,0,0,0,0
71,0,0,0,0,0
72,0,0,0,0,0
73,0,0,0,0,0
74,0,0,0,0,0
75,0,0,0,0,0
76,0,0,0,0,0
77,0,0,0,0,0
78,0,0,0,0,0
79,0,0,0,0,0
80,0,0,0.666667,0,0.333333
81,0,0,0,0,0
82,0,0,0,0,0
83,0,0,0,0,0
84,0,0,0,0,0
85,0,0,0,0,0
86,0,0,0,0,0
87,0,0,0,0,0
88,0,0,1.66667,0,0
89,0,0,0,0,0
90,0,0,0,0,0
91,0,0,0,0,0
92,0,0,0,0,0
93,0,0,0,0,1
94,0,0,0,0,0
95,0,0,0,0,0
96,0,0,0,0,0
97,0,0,0,0,0
98,0,0,0,0,0
99,0,0,0,0,0
100,0,0,0,0,0.666667
101,0,0,0,0,0
102,0,0,0.333333,0,0.333333
103,0,0,0,0,0
104,0,0,0,0,0
105,4,0,0.666667,0,0
106,0,0,0,0,0
107,0,0,0,0,0
108,0,0,0,0,0
109,0,0,0,0,0
110,0,0,0,0,0
111,0,0,0,0,0
112,0,0,0,0,0
113,0,0,2.66667,0,0.666667
114,0,0,0,0,0
115,0,0,0,0,0
116,0,0,0,0,0
117,0,0,0,0,0
118,0,0,0.333333,0,0
119,0,0,0,0,0
120,0,0,0,0,0.666667
121,0,0,0,0,14.6667
122,0,0,1.33333,0,1.33333
123,0,0,0,0,0
124,0,0,0,0,1
125,0,0,0,0,0
126,0,0,0,0,0
127,0,0,0,0,0
128,0,0,0,0,0
129,0,0,0,0,0
130,0,0,0,0,0
131,0,0,0,0,0
132,0,0,0,0,0
133,0,0,13.3333,0,1
134,0,0,0.333333,0,0
135,0,0,0.666667,0,0
136,0,0,0.666667,0,0
137,0,0,2.33333,0,0
138,0,0,0,0,0
139,0,0,0,0,0
140,0,0,0,0,0
141,0,0,0.333333,0,0
142,0,0,0,0,0
143,0,0,0,0,0
144,0,0,0.666667,0,0
145,0,0,0.666667,0,0.666667
146,0,0,0.333333,0,0
147,1.33333,0,1.33333,0,0
148,0,0,0,0,1
149,0,0,0.666667,0,10
150,0,0,4.66667,0,0.333333
151,0,0,1.33333,0,1.33333
152,0,0,0.333333,0,1
153,0,0,1,0,0
154,0,0,0,0,1.33333
155,0,0,2,0,0
156,0,0,2,0,0
157,0,0,2.33333,0,0
158,0,0,8.66667,0,0
159,0,0,2.66667,0,1.33333
160,0,0,1,0,0
161,0,0,1,0,10.3333
162,0,0,1,0,0.333333
163,0,0,1,0,0.666667
164,0,0,1,0,0
165,0,0,1,0,1.66667
166,0,0,1,0,0.333333
167,0,0,2,0,4.66667
168,0,0,1,0,1.66667
169,0,0,2.33333,0,0.666667
170,0,0,1,0,0.333333
171,0,0,11.3333,0,0.666667
172,0,0,1,0,1
173,0,0,1,0,1
174,0,0,1,0,1
175,0,0,1.66667,0,1.33333
176,0,0,1.33333,0,1.33333
177,0,0,7.66667,0,0.666667
178,0,0,1.33333,0,1
179,2.66667,0,1,0,1
180,0,0,1,0,4.33333
181,0,0,3.66667,0,2.33333
182,0,5.33333,1,0,1
183,2.66667,0,7,0,1
184,0,0,4,0,4.33333
185,0,0,1.33333,0,1.33333
186,0,0,1.66667,0,1.66667
187,0,0,2.33333,0,1
188,0,0,1,0,2.33333
189,0,0,1.33333,0,15.6667
190,0,1,1,0,20
191,0,1.33333,3.33333,0,5.33333
192,0,0,1.33333,0,2.66667
193,0,0,2,0,1
194,0,0,2,0,27
195,0,0,1.33333,0,2.33333
196,0,0,8.66667,0,1
197,0,0,1.66667,0,2.66667
198,0,0,34.6667,0,9
199,0,0,13.6667,0,8
200,0,0,28,0,37.3333
201,0,0,1,0,7.66667
202,0,0,4,0,3.33333
203,0,5.33333,1.33333,0,5.33333
204,0,0,9.33333,0,4.33333
205,0,0,1.66667,0,1.33333
206,0,0,1.66667,0,1.33333
207,0,0,4,0,1.33333
208,0,0,7,0,1.33333
209,0,0,8,0,4.66667
210,0,0,7.33333,0,1
211,0,0,8.33333,0,1.33333
212,0,0,1.66667,0,1
213,0,0,2,0,1.66667
214,0,0,1.66667,0,1
215,0,0,3.66667,0,16.6667
216,0,0,1.66667,0,1
217,0,0,1.66667,0,4.33333
218,0,0,1.66667,0,1.66667
219,0,0,11,0,1.33333
220,0,0,2,0,1.33333
221,0,0,3.66667,0,2.66667
222,0,0,3,0,1.66667
223,0,0,2,0,1.66667
224,0,0,2,0,1.66667
225,0,0,2,0,1.66667
226,0,0,2.33333,0,2
227,0,0,19,0.333333,1.66667
228,0,0,2,0,2.66667
229,0,0,6.66667,0,2
230,0,0,16.6667,0,1.33333
231,0,0,2,0,1.66667
232,1.66667,0,2.66667,0,3.66667
233,0,0,2,0,1.33333
234,0,0,13.6667,0,1.33333
235,0,0,3.33333,0,4.66667
236,0,0,2,0,1.66667
237,0,0,2,0,1.66667
238,0,0,2,0,14.6667
239,0.333333,0,2,0,2
240,0,0,4.33333,0,11.3333
241,0,0,2,0,1.66667
242,0,0,3.33333,0,2.66667
243,0,0,13.3333,0,3.33333
244,0,0,2,0,2
245,0,0,4,0,2.66667
246,0,0,14.3333,0,4.66667
247,0,0,2,0,2
248,0,0,2.66667,0,2
249,0,0,16,0,2.33333
250,0,0,3.66667,0,14
251,0,0,3,0,2
252,0,0,2,0,2
253,0,0,17,0,2
254,0,0,2,0,2.66667
255,0,0,2.66667,0,2.33333
256,0,0,2.33333,0,20.6667
257,0,0,16.6667,0,2.66667
258,0,0,3,0,2.33333
259,0,0,19,0,2
260,0,0,17.6667,0,2
261,0,0,3,0,18
262,0,0,3,0,2.33333
263,0,0,4.33333,0,2
264,0,0,3,0,13
265,0,0,3,0,17
266,0,0,4.33333,0,2.33333
267,0,0,14.6667,0,2
268,0,0,3,0,14.3333
269,0,0,19.3333,0,2.33333
270,0,0,3,0,2.66667
271,0,0,18.3333,0,3
272,0,0,3.66667,0,2.66667
273,0,0,3,0,2.66667
274,0,0,3.33333,0,2.66667
275,0,0,3,0,2.33333
276,1,0,3.33333,0,2.66667
277,0,0,18,0,3
278,0,0.333333,3.33333,0,3
279,0,0,3,0,3.66667
280,0,0,3.33333,0,3
281,0,0,6.33333,0,5
282,0,0,5,0,9.33333
283,0,0,6.33333,0,5.33333
284,0,0,12.3333,0,32.6667
285,5.33333,0,11.3333,0,10
286,2.66667,0,4.66667,0,6
287,0,0,16.3333,0,4.33333
288,0,0,6.66667,0,3
289,0,0,13,0,4.66667
290,0,0,4,0,3.33333
291,0,0,4.66667,0,6
292,0,0,10,0,7
293,0,2,5.66667,0,15
294,0,0,7.33333,0,7
295,0,0,5.33333,0,5.66667
296,0,0,6.33333,0,4
297,0,0.333333,9,0,4
298,0,0,19,0,4.66667
299,0,0,5.33333,0,14.6667
300,0,0,4,0,5
301,0,0,4,0,3.33333
302,0,0,12,0,4.33333
303,0,0,5.66667,0,4.66667
304,0,0,5.66667,0,3.33333
305,0,0,5.33333,0,6.33333
306,0,1.33333,15.6667,0,3.66667
307,0,0,15.3333,0,3.33333
308,0,0,6,0,15.6667
309,0,1.33333,5.66667,0,14.3333
310,0,0,5.33333,0,5.33333
311,0,0,8.33333,0,6.33333
312,0,0,8,0,4.33333
313,0,8,5.66667,0,6
314,0,0,18,0,7
315,0,0,11,0,3.66667
316,0,0,16.3333,0,4
317,0,0,5.66667,0,7
318,0,0,15,0,7.33333
319,0,0,5.66667,0,8
320,0,0,16.3333,0,6.33333
321,0,0,12.3333,0,4
322,0,0,6,0,10.6667
323,0,0,16,0,10.6667
324,0,0,12,0,4.66667
325,0.333333,0,8.33333,0,4.66667
326,0,0,5.33333,0,3
327,0.333333,0,6.66667,0,4
328,0,0,7,0,17
329,0,0,18.3333,0,5
330,0,0,5,0,22
331,0,1.33333,15.3333,0,7.33333
332,0,0,6.66667,0,7.66667
333,0,0,6,0,13.3333
334,0,0,14,0,7.66667
335,1,0,6.33333,0,8
336,0,0,6.33333,0,15.3333
337,0,0,17.6667,0,9.33333
338,0,0,18.3333,0,8.33333
339,0.666667,0,13,0,6.33333
340,0,0,9.66667,0,7.33333
341,0,0,5.66667,0,11.6667
342,0,0,8.66667,0,7
343,0,0,5.33333,0,12
344,0,0,7,0,16
345,0,0,20,0,7
346,0,0,5.33333,0.666667,5
347,0,0,22,0.333333,8
348,0,0,5,0,14.6667
349,0,1.33333,23.6667,0,8
350,0,17,10.6667,0,6.66667
351,2.66667,0,7.66667,0,12
352,0,0,14.3333,0,6.66667
353,0,0,8.33333,0,11.6667
354,0,0,9.33333,0,5.66667
355,0,0,6,0,5
356,0,0,7.33333,0,21.3333
357,0,0,6.33333,0,4.33333
358,0,0,21,0,5.33333
359,0.666667,0,19.6667,0,5.66667
360,0,0,7.33333,0,6
361,0,0,22,0,8
362,3.33333,0,9,0,11.3333
363,0,0,7.33333,0,23
364,2.66667,0,8.66667,0,5
365,0,0,21,0,8.66667
366,0,0,6,0,14.3333
367,0,0,23.3333,0,8.33333
368,0,0,9.33333,0,7.33333
369,0,0,14,0,9
370,0,0,9,0,5
371,1.33333,0,20.3333,0,8.33333
372,0,0,6.33333,0,20
373,0,0,6.66667,0,6
374,0,0,22.3333,0,21.3333
375,0,0,7,0,6
376,0,0,20.6667,0,8
377,0,0.333333,6.66667,0,18.6667
378,0,0,22.6667,0,6.33333
379,0.333333,0,7.33333,0,20.3333
380,0,0,6.66667,0,5.33333
381,0,0,24,0,6
382,0,0,7,0,20.3333
383,0,0,7.33333,0,6
384,0,0,24.6667,0,5.66667
385,0,0,7,0,20.6667
386,0,0,8,0,6.33333
387,0,0,9.66667,0,6.33333
388,0,0,16,0,8
389,0,0,38,0,6.33333
390,0,0,22,0,8
391,0,0,37.6667,0,7
392,0,0,23.6667,0,6
393,0,0,37.3333,0,7.66667
394,0.333333,0,22.6667,0,7
395,13.6667,0,10.3333,0,9.33333
396,0,0,7.66667,0,7.33333
397,0,0,22,0,7
398,0,0,24.3333,0,7.66667
399,2.66667,0,28,0,13.6667
400,2.33333,0,13.6667,0,7.33333
401,0,0,24.6667,0,6
402,0,0,7,0,22.3333
403,0,0,7,0,6
404,0,0,7.33333,0,6.33333
405,0,0,24.3333,0,7
406,0,0,8.66667,0,7.33333
407,0,0,24,0,6.33333
408,0,0,25.3333,0,6.66667
409,0,0,41,0,7.66667
410,0,0,24.6667,0,9
411,0,0,37.3333,0,8
412,0,0,12.3333,0,6.66667
413,10.6667,0,14.6667,0,8.66667
414,0,0,8,0,6.66667
415,0,0,24,0,7.33333
416,0,0,8,0,7.33333
417,0,0,8.66667,0,6.66667
418,0,0,8,0,6
419,0,0,40.3333,0,7
420,0,0,36.6667,0,7.33333
421,0,0,10.6667,0,8
422,0,0,10,0,44.6667
423,0,0,18.3333,0,7.66667
424,0,16.6667,12,0,10.3333
425,0,0,8.66667,0,36
426,0,0,19,0,11.6667
427,1.33333,0,12,0,20.3333
428,0,0,25,0,19.6667
429,0,0,9.33333,0,24
430,0,0,25.3333,0,9.66667
431,0,0,9.66667,0,23.3333
432,0,0,27.3333,0,9
433,0,0,25.6667,0,23.3333
434,0,0,9.33333,0,24
435,0,0,26,0,8.66667
436,2.66667,0,11.3333,0,16.3333
437,0,16,28.3333,0,8.33333
438,0,0,11.3333,0,24.3333
439,0.333333,0,9.66667,0,22.3333
440,0,0,42.6667,0,8
441,0,0,9,0,23.6667
442,0,0,9.33333,0,23.6667
443,0,0,42.3333,0,7.66667
444,0,0,9,0,24
445,0,0,26.6667,0,8
446,0,0,27,0,8.66667
447,0,0,26,0,26
448,0,0,25.6667,0,7.66667
449,0,0,10,0,26.3333
450,0,0,26.3333,0,8.66667
451,0,0,27.6667,0,8.33333
452,0,0,10.3333,0,26.6667
453,0,0,23.3333,0,9.33333
454,0,0,10.6667,0,24
455,0,0,26.3333,0,9
456,0,0,27.3333,0,10
457,0,0,24.6667,0,28
458,0,0,10.3333,0,23.3333
459,0,0,26.3333,0,9
460,0,0,10.3333,0,26
461,0,0,26.6667,0,26
462,0,0,27,0,8.33333
463,0,0,26,0,25.3333
464,0,0,10.3333,0,27
465,0,0,26.3333,0,27
466,0,0,26.3333,0,8.66667
467,0,0.333333,10.3333,0,25
468,0,0,27,0,10
469,0,0,29,0,14.6667
470,0,0,14.3333,0,23
471,0,0,40.3333,0,9
472,16,0,11.3333,0,27.6667
473,0,0,28.6667,0,25
474,0,0,11,0,26.6667
475,16,0,11.3333,0,25
476,0,0,27,0,26
477,0,0,30,0,10.6667
478,0,0,26,0,9.66667
479,0.333333,9.33333,18.3333,0,26.6667
480,0.333333,0,22.3333,0,10.6667
481,0,0,44.6667,0,14.3333
482,0,0,19.3333,0,24.3333
483,0.333333,0,24.6667,0,25.6667
484,0,0,25,0,11.3333
485,7.66667,0,22.6667,0,22.3333
486,0,0,12,0,24.3333
487,0,0,23.6667,0,13.3333
488,0,0,29,0,9.66667
