1,0,0,0,0,0,0
6,0,0,0,0,0,0
11,0,0,0,0,0,0
16,0,0,0,0,0,0
21,0,0,0,0,0,0
26,0,0,0,0,0,0
31,0,0,0,0,0,0
36,0,0,0,0,0,0
41,0,0,0,0,0,0
46,0,0,0,0,0,0
51,0,0,0,0,0,0
56,0,0,0,0,0,0
61,0,0,0,0,0,0
66,0,0,0,0,0,0
71,0,0,0,0,0,0
76,0,0,0,1.66667,0,0
81,0,0,0,0,0,0
86,0,0,0,0,0,0
91,0,0,0,0,0,0
96,0,0,0,0,0,0
101,0,0,0,0,0,0
106,0,0.333333,1.33333,0,0,0
111,0,0,0,0,0,0.333333
116,0,0,0,0,0,0
121,0,0.333333,0,14,0,0
126,0,0,0,0,0,0
131,0,0,0,0,0,1.33333
136,0,2.33333,0,0,0,12
141,0,1,0,0.333333,0,0
146,0,1,0,0,0,0
151,0,1,13.3333,1.33333,0,0
156,0,1,0,0.333333,0,0
161,0,3.66667,0,1,0,0
166,0,1,0,1,0,0
171,0,3.66667,0,1,0,0.333333
176,0,3.33333,0,1,0,1
181,0,5.33333,0,14.3333,0,1
186,0,2,0,1,0,1
191,0,2.33333,0,1,0,10.6667
196,0,15,0,1,0,3.66667
201,0,4.66667,0,1.33333,0,1
206,0,4.66667,0.666667,14.6667,0,1.33333
211,0,8.33333,0,5.33333,0,1.33333
216,0,14,0,4.66667,0,3.66667
221,0,9.33333,0,6,0,4.33333
226,0,14.3333,0,3.33333,0,4
231,1,5.33333,0,3.33333,0,1.33333
236,0,6.66667,0,3.33333,0,1.66667
241,5,7.33333,0,3.33333,0,2
246,0,8.33333,0,2,0,12.6667
251,0,11,0,9.33333,0,7
256,0,15.6667,0,3.66667,0,3.66667
261,0,11,0,3,0,2.66667
266,0,21.3333,0,3.33333,0,4.33333
271,0,8.66667,0,15.3333,0,2
276,0,32.3333,0,5.66667,0,4
281,0,10.6667,0,16.6667,0,4.33333
286,0,9,0,3,0,27.6667
291,0,13.3333,0,3.66667,0,3
296,0,14,0,4,0,14.6667
301,0,15,0,13.3333,0,3
306,0,22.6667,0,16,0,7
311,0,15.3333,0,4.33333,0,15.6667
316,0,27,2.66667,5.66667,0,5.33333
321,9.66667,16.3333,0,4.33333,0,15.6667
326,0,27.3333,0,5,0,3.66667
331,0.333333,29.6667,0,21,0,4.66667
336,0,33,1.66667,6.33333,0,20.3333
341,0,32.6667,0,14.6667,0,4.33333
346,0,17,0,22,0,4.66667
351,0,33,0,5.66667,0,5
356,0,48.6667,0,6.33333,0,21
361,0,34.3333,0,6,0,5
366,0,36,0,6.33333,0,5
371,0,35,0,22.3333,0,5.66667
376,0,19.3333,0,6.33333,0,38.6667
381,0,54.3333,0,7.33333,0,5
386,0,54.3333,0,22.3333,0,6.66667
391,0,23,0,7,0,37.6667
396,0,26,0,7,0,6
401,0,77.3333,0,7,0,6
406,0,76.3333,0,8,0,6.33333
411,0,72.6667,0,8,0,6.66667
416,0,64.3333,0,8,0,7
421,0,29,0,40.3333,0,24.3333
426,0.333333,81.3333,0,9.33333,0,8
431,0.333333,49.3333,0,25.6667,0,23.6667
436,0.333333,59.6667,0,27.3333,0,7.66667
441,0,83.3333,0,10.6667,0,8.33333
446,0,71.6667,0,26.6667,0,8.66667
451,0,70,0,12.6667,0,22.6667
456,0.333333,65.6667,0,25,0,25.6667
461,0,88.6667,0,10.6667,0,21
466,0,74.3333,0,26.6667,0,24
471,0,87.3333,0,10.6667,0,27
476,0,93.6667,0,12,0,41
481,0.666667,86.6667,0,13,0,23.6667
486,0,79,15,32,0,11
491,13.3333,75.3333,0,30.3333,0,27.6667
496,0,96,0,28.6667,0,11.6667
501,0.333333,101.667,0,14,0,27
506,1.33333,93,0,27.6667,0,24.6667
511,0.666667,97,0,44.6667,0,15.6667
516,0,109.667,0,16,0,27.3333
521,0,96,0,51,0,13
526,0.333333,101.333,0,30,0,45
531,0.333333,111.667,0,14.3333,0,61.6667
536,0,108.333,0,29,0,47.6667
541,0,103,0,30.6667,0,45.6667
546,0.333333,128.667,0,48,0,13.6667
551,0,132,0,15.6667,0,12.3333
556,0.333333,131.667,0,33,16,15
561,0.333333,140.333,0,29.6667,14.6667,14
566,0.666667,169.667,0,18.6667,0,33.3333
571,0.333333,159,0,28.6667,0,31.3333
576,0.333333,160,0,34.6667,0,29.6667
581,0.333333,142.333,0,49.6667,0,31.3333
586,0,160.667,0,33.3333,0,15.6667
591,0.333333,143.333,0,51,0,15.3333
596,0.666667,164.333,0,64,0,16.3333
601,1.33333,163.667,0,52.6667,0,37
606,0.666667,174.667,0,45,0,34.3333
611,1,153.333,17.3333,35.6667,0,32.6667
616,0,189.333,0,20,0,35.3333
621,0.666667,191.333,0,25,0,33
626,1.33333,190.667,0,22.3333,0,33
631,1,204.333,0,53.6667,0,22
636,1,191.667,0,56.6667,0,47.6667
641,14.3333,228.667,0,34.3333,0,23.3333
646,1,221.333,0,52.6667,0,26
651,1,227.333,0,40,0,49.6667
656,1,248.667,1.33333,47.3333,0,26.6667
661,1.33333,229,0,38.6667,0,53.6667
666,1.33333,218.333,0,61.3333,0,33.3333
671,1,227.667,0,73.6667,0,27
676,1,232.333,0,41,0,54.3333
681,1,261.333,0,62.3333,0,49.6667
686,2,244,0,58,0,23.6667
691,1,265.667,0,56.3333,0,51.6667
696,1,270.333,0,30.6667,0,68.6667
701,1,233,0,78.3333,0,21.6667
706,1,270.667,0,47.3333,0,69
711,1,263,0,80.6667,0,25.3333
716,1.66667,295,0.333333,60.3333,0,40.3333
721,1.33333,296.667,0,62,16,43.3333
726,1,321,0,50.6667,0,58
731,1.66667,336.667,0,55,0,57.3333
736,1,344.333,0,63.3333,0,68.6667
741,1.66667,372,3,63,0,73
746,1.33333,352.667,0,73,0,57.6667
751,1.66667,360.667,0,35,0,79.6667
756,1,368.333,0,51.6667,0,69
761,1,368,0,43,0,79.6667
766,1,382.333,0,67.3333,0,69
771,1.33333,366,0,67,0,59.6667
776,1.66667,402.667,0,87,0,62.6667
781,1,401.667,0,88,0,81
786,1.33333,411.333,0,71.6667,0,82
791,4,394,0,69.6667,0,87.3333
796,2,408.333,0,68.6667,0,50.3333
801,2,429.333,0,67.3333,0,51
806,1.33333,408.667,0,90,0,83.6667
811,1.33333,467.333,0,88.3333,0,88
816,1.66667,463,0,87.6667,0,67
821,1.66667,440.667,0,85.3333,0,69
826,1.33333,473.333,0,68,0,91.6667
831,1.66667,473.333,0,88,0,68
836,1.66667,478,0,94.6667,0,98
841,2,473.667,0,73,0,87.6667
846,2.33333,503.667,0,92.3333,0,80.6667
851,19.3333,507.667,2.33333,84.3333,0,87
856,3.66667,508.667,0,95,0,104
861,1.66667,515.333,0,88.3333,0,87
866,1.33333,521,0,93.6667,0,75.3333
871,16.3333,516,0,92,0,93
876,2,541.333,0,91,0,91.3333
881,1.66667,590,0,90.3333,0,79.3333
886,17,575.667,0,96.6667,0,98
891,2.66667,602.333,0,105.667,0,88.6667
896,2.33333,609,16,85.6667,0,81.6667
901,5,616.333,0,118.667,0,72.6667
906,5,635,0,83.6667,0,102.667
911,2.66667,951.667,0.333333,112.667,0,130.667
916,2.33333,705.333,0,113.333,0,126.667
921,2,670.333,0,107,0,101
926,16.3333,702.667,0,109.667,0,139.667
931,2.33333,725,0,94,0,93
936,3.66667,735.333,5.33333,125.333,0,97.3333
941,2.66667,746,0,105.333,0,115.667
946,2.66667,732.667,0,132.667,0,121.667
951,3.66667,696.333,0,107.333,0,109.333
956,2.33333,697.333,0,104.333,0,114.667
961,2.33333,704,0,121.333,0,86
966,2,763.667,0.333333,110,0,104
971,18.3333,760,0,105.667,0,111
976,16.6667,826.667,0,113,0,107.667
981,2.66667,782.333,0,134,0,118.333
986,5,844,0,133,0,115
991,2.66667,862.667,0,130,0,125.333
996,2.33333,864.667,0.333333,121.667,0,128.667
1000,2.87,868.6,0.3555,141.18,0,129.317
